Player_Name,Matches,Runs,Batting_Avg,Strike_Rate,Wickets,Economy
AP Dole,2,0.003921116364894475,0.2463768115942029,0.49275362318840576,0.022624434389140274,0.0684931506849315
AP Majumdar,4,0.010033444816053512,0.31521739130434784,0.37662337662337664,0.0,0.0
AP Tare,27,0.0390958366970361,0.1819645732689211,0.39649122807017545,0.0,0.0
AR Bawne,1,0.0013839234229039326,0.17391304347826086,0.33333333333333337,0.0,0.0
AR Patel,123,0.22096643985699457,0.22575704017909745,0.4289232146854713,0.579185520361991,0.037970928507861164
AS Joseph,5,0.0031138277015338484,0.0782608695652174,0.28125,0.09502262443438915,0.046255506607929514
AS Rajpoot,7,0.0029985007496251873,0.053830227743271224,0.21138211382113822,0.1085972850678733,0.042328042328042326
AS Raut,16,0.022373428670280245,0.17572463768115942,0.3759689922480621,0.0,0.0
AS Roy,7,0.0029985007496251873,0.053830227743271224,0.3466666666666667,0.027149321266968326,0.03592814371257485
AS Yadav,6,0.005651020643524391,0.11835748792270531,0.4083333333333334,0.0,0.0
AT Carey,3,0.0036904624610771537,0.15458937198067632,0.367816091954023,0.0,0.0
AT Rayudu,185,0.5014415868988583,0.34061887974931454,0.41528175740210127,0.0,0.0
AU Rashid,2,0.002537192941990543,0.15942028985507248,0.43137254901960786,0.00904977375565611,0.03333333333333333
AUK Pathan,7,0.004497751124437781,0.08074534161490683,0.5,0.0,0.0
Abdul Basith,1,0.00011532695190866105,0.014492753623188406,0.33333333333333337,0.0,0.0
Abdul Samad,51,0.08568792526813516,0.21113952827507815,0.4894598155467721,0.00904977375565611,0.03508771929824561
Abdur Razzak,1,0.0,0.0,0.0,0.0,0.0
Abhishek Sharma,74,0.20943374466612846,0.3556600078339209,0.5187089403027707,0.0497737556561086,0.03188405797101449
Abishek Porel,29,0.07623111521162496,0.33033483258370816,0.485315712187959,0.0,0.0
Akash Deep,5,0.0028831737977165262,0.07246376811594203,0.5952380952380953,0.04524886877828055,0.03311258278145695
Akash Madhwal,2,0.0009226156152692884,0.057971014492753624,0.19047619047619047,0.1085972850678733,0.06382978723404255
Aman Hakim Khan,10,0.013262599469496022,0.16666666666666666,0.3516819571865443,0.0,0.0
Aniket Verma,12,0.02721716065044401,0.285024154589372,0.5315315315315315,0.0,0.0
Anirudh Singh,4,0.007265597970245646,0.2282608695652174,0.30434782608695654,0.0,0.0
Ankit Sharma,10,0.010033444816053512,0.12608695652173912,0.4202898550724638,0.05429864253393665,0.032
Ankit Soni,3,0.0008072886633606274,0.03381642512077295,0.2592592592592593,0.00904977375565611,0.017857142857142856
Anmolpreet Singh,9,0.016030446315303887,0.22383252818035426,0.39601139601139607,0.0,0.0
Anuj Rawat,21,0.03667397070695422,0.2194616977225673,0.3840579710144928,0.0,0.0
Anureet Singh,8,0.0041517702687117975,0.06521739130434782,0.25531914893617025,0.08144796380090498,0.04186046511627906
Arjun Tendulkar,1,0.0014992503748125937,0.18840579710144928,0.48148148148148145,0.013574660633484163,0.03614457831325301
Arshad Khan,10,0.013723907277130666,0.17246376811594202,0.44074074074074077,0.05429864253393665,0.04152249134948097
Arshad Khan (2),1,0.0005766347595433052,0.07246376811594203,0.4166666666666667,0.0,0.0
Arshdeep Singh,13,0.0035751355091684926,0.03455964325529543,0.21527777777777782,0.4389140271493213,0.0532967032967033
Ashutosh Sharma,18,0.04532349210010379,0.3164251207729468,0.51171875,0.0,0.0
Atharva Taide,10,0.029985007496251874,0.37681159420289856,0.46099290780141855,0.0,0.0
Avesh Khan,13,0.007150271018336985,0.06911928651059086,0.5299145299145299,0.3981900452488688,0.05225653206650831
Azhar Mahmood,21,0.04474685734056049,0.26777087646652864,0.41586280814576637,0.13122171945701358,0.05253623188405797
Azmatullah Omarzai,9,0.011417368238957445,0.15942028985507248,0.42857142857142866,0.05429864253393665,0.039999999999999994
B Akhil,11,0.00876484834505824,0.10013175230566534,0.4444444444444444,0.027149321266968326,0.031088082901554407
B Chipli,21,0.03229154653442509,0.1932367149758454,0.36458333333333337,0.0,0.0
B Indrajith,3,0.002421865990081882,0.10144927536231885,0.22580645161290322,0.0,0.0
B Kumar,71,0.036904624610771534,0.06531945294958155,0.29304029304029305,0.8959276018099548,0.04522613065326633
B Laughlin,4,0.0005766347595433052,0.018115942028985508,0.12820512820512822,0.04524886877828055,0.0558659217877095
B Lee,19,0.01430054203667397,0.09458428680396644,0.40522875816993464,0.11312217194570137,0.027292576419213975
B Sai Sudharsan,40,0.20678122477222927,0.6496376811594203,0.46729215532968466,0.0,0.0
B Stanlake,1,0.0005766347595433052,0.07246376811594203,0.8333333333333334,0.031674208144796386,0.04666666666666667
B Sumanth,4,0.0040364433168031365,0.12681159420289856,0.30701754385964913,0.0,0.0
BA Bhatt,2,0.0006919617114519663,0.043478260869565216,0.2857142857142857,0.05429864253393665,0.0396039603960396
BA Stokes,43,0.10783070003459809,0.3151331311088642,0.4340761374187559,0.12669683257918554,0.03872752420470263
BAW Mendis,3,0.00034598085572598315,0.014492753623188406,0.16666666666666669,0.03619909502262444,0.03225806451612903
BB McCullum,109,0.33237227540076114,0.38319372423879805,0.4228286384976526,0.0,0.0
BB Samantray,8,0.014415868988582633,0.22644927536231885,0.35919540229885066,0.0,0.0
BB Sran,7,0.0011532695190866105,0.020703933747412008,0.2380952380952381,0.08144796380090498,0.03488372093023256
BCJ Cutting,17,0.027447814554261332,0.2028985507246377,0.54337899543379,0.04524886877828055,0.034722222222222224
BE Hendricks,2,0.00011532695190866105,0.007246376811594203,0.1111111111111111,0.04072398190045249,0.057324840764331204
BJ Haddin,1,0.0020758851343558988,0.2608695652173913,0.5454545454545455,0.0,0.0
BJ Hodge,63,0.1614577326721255,0.322061191626409,0.4047412546978896,0.07692307692307693,0.07142857142857142
BJ Rohrer,8,0.022258101718371583,0.3496376811594203,0.4406392694063927,0.0,0.0
BKG Mendis,1,0.002306539038173221,0.2898550724637681,0.6060606060606061,0.0,0.0
BMAJ Mendis,3,0.002652519893899204,0.11111111111111112,0.28395061728395066,0.004524886877828055,0.03333333333333333
BR Dunk,3,0.004613078076346442,0.1932367149758454,0.3703703703703704,0.0,0.0
BR Sharath,1,0.0002306539038173221,0.028985507246376812,0.13333333333333333,0.0,0.0
Basil Thampi,7,0.0036904624610771537,0.06625258799171842,0.2882882882882883,0.0995475113122172,0.04081632653061225
Bipul Sharma,17,0.02156614000691962,0.15942028985507248,0.5026881720430108,0.07692307692307693,0.03899082568807339
C Bosch,2,0.005420366739707069,0.34057971014492755,0.48958333333333337,0.004524886877828055,0.02222222222222222
C Green,28,0.08153615499942336,0.36594202898550726,0.49929378531073443,0.07239819004524888,0.03463203463203463
C Madan,1,0.0017299042786299158,0.21739130434782608,0.2380952380952381,0.0,0.0
C Munro,11,0.020412870487833006,0.23320158102766797,0.40972222222222227,0.0,0.0
C Nanda,1,0.0,0.0,0.0,0.00904977375565611,0.039999999999999994
C Sakariya,7,0.002306539038173221,0.041407867494824016,0.21505376344086022,0.0904977375565611,0.04175365344467641
C de Grandhomme,21,0.0349440664283243,0.20910973084886128,0.44104803493449785,0.027149321266968326,0.026086956521739126
CA Ingram,15,0.023642025141275516,0.19806763285024154,0.37340619307832423,0.0,0.0
CA Lynn,42,0.15326951908661055,0.458592132505176,0.4548254620123204,0.0,0.0
CA Pujara,22,0.04497751124437781,0.25691699604743085,0.32258064516129037,0.0,0.0
CH Gayle,141,0.5762887786875793,0.5136190769863296,0.4737390974592341,0.08144796380090498,0.03082191780821918
CH Morris,49,0.07127205627955253,0.18278615794143743,0.4987893462469734,0.4343891402714932,0.05330372015546918
CJ Anderson,29,0.06204590012685965,0.2688655672163918,0.41131498470948014,0.0497737556561086,0.03492063492063492
CJ Ferguson,8,0.011302041287048783,0.17753623188405798,0.2745098039215686,0.0,0.0
CJ Jordan,12,0.009341483104601546,0.09782608695652174,0.33333333333333337,0.13574660633484165,0.04184100418410042
CJ McKay,1,0.0009226156152692884,0.11594202898550725,0.17777777777777778,0.004524886877828055,0.023809523809523808
CK Kapugedera,3,0.0018452312305385769,0.07729468599033816,0.2222222222222222,0.0,0.0
CK Langeveldt,2,0.0009226156152692884,0.057971014492753624,0.2962962962962963,0.05882352941176471,0.07878787878787878
CL White,45,0.11198247030330988,0.31272141706924317,0.41817398794142985,0.004524886877828055,0.021739130434782608
CM Gautam,13,0.019490254872563718,0.18840579710144928,0.3565400843881857,0.0,0.0
CR Brathwaite,14,0.02087417829546765,0.1873706004140787,0.5027777777777779,0.05882352941176471,0.04887218045112782
CR Woakes,12,0.008995502248875561,0.09420289855072464,0.33766233766233766,0.13574660633484165,0.06479481641468682
CRD Fernando,2,0.0004613078076346442,0.028985507246376812,0.4444444444444444,0.07692307692307693,0.0682730923694779
CV Varun,11,0.0029985007496251873,0.034255599472990776,0.17333333333333334,0.4524886877828055,0.05175983436853002
D Brevis,16,0.05247376311844078,0.4121376811594203,0.4972677595628416,0.004524886877828055,0.3333333333333333
D Ferreira,3,0.0010379425671779494,0.043478260869565216,0.21428571428571433,0.0,0.0
D Kalyankrishna,1,0.00034598085572598315,0.043478260869565216,0.125,0.00904977375565611,0.039999999999999994
D Padikkal,74,0.20828047514704187,0.35370152761457113,0.4024064171122995,0.0,0.0
D Pretorius,5,0.005074385883981086,0.127536231884058,0.5238095238095238,0.027149321266968326,0.03614457831325301
D Salunkhe,3,0.0038057894129858148,0.15942028985507248,0.45833333333333337,0.004524886877828055,0.0196078431372549
D Wiese,11,0.017068388882481834,0.19499341238471674,0.4698412698412699,0.07239819004524888,0.05211726384364821
D du Preez,1,0.0011532695190866105,0.14492753623188406,0.25641025641025644,0.01809954751131222,0.09302325581395349
DA Miller,133,0.3548610310229501,0.3352947586357197,0.44691358024691363,0.0,0.0
DA Warner,184,0.7573520931841772,0.517249527410208,0.45143328521344606,0.0,0.0
DAJ Bracewell,1,0.0013839234229039326,0.17391304347826086,0.4444444444444444,0.013574660633484163,0.12
DB Das,22,0.03505939338023296,0.2002635046113307,0.37952559300873906,0.0,0.0
DB Ravi Teja,25,0.04324760696574789,0.21739130434782608,0.3846153846153846,0.004524886877828055,0.05555555555555555
DE Bollinger,4,0.002421865990081882,0.07608695652173914,0.30434782608695654,0.16742081447963802,0.06166666666666666
DG Nalkande,2,0.0013839234229039326,0.08695652173913043,0.33333333333333337,0.027149321266968326,0.06741573033707865
DH Yagnik,17,0.01960558182447238,0.14492753623188406,0.3990610328638498,0.0,0.0
DJ Bravo,110,0.17991004497751123,0.20553359683794467,0.41700080192461914,0.828054298642534,0.05552184466019417
DJ Harris,4,0.012801291661861378,0.40217391304347827,0.3592233009708738,0.0,0.0
DJ Hooda,101,0.17264444700726558,0.21480843736547567,0.4113767518549052,0.04524886877828055,0.025575447570332477
DJ Hussey,61,0.1524622304232499,0.3140888572107389,0.40024220405691796,0.03619909502262444,0.024767801857585137
DJ Jacobs,7,0.010610079575596816,0.19047619047619047,0.3036303630363037,0.0,0.0
DJ Malan,1,0.0029985007496251873,0.37681159420289856,0.33333333333333337,0.0,0.0
DJ Mitchell,15,0.04047976011994003,0.3391304347826087,0.427007299270073,0.004524886877828055,0.0196078431372549
DJ Muthuswami,1,0.00011532695190866105,0.014492753623188406,0.1111111111111111,0.01809954751131222,0.047619047619047616
DJ Thornely,4,0.004497751124437781,0.14130434782608695,0.24074074074074073,0.013574660633484163,0.06818181818181818
DJ Willey,5,0.006112328451159036,0.1536231884057971,0.2760416666666667,0.027149321266968326,0.02714932126696832
DJG Sammy,20,0.034021450813055014,0.213768115942029,0.3917662682602922,0.0497737556561086,0.045081967213114756
DJM Short,7,0.013262599469496022,0.23809523809523808,0.37581699346405234,0.004524886877828055,0.05555555555555555
DL Chahar,16,0.013493253373313344,0.10597826086956522,0.45348837209302323,0.3981900452488688,0.04380288700846192
DL Vettori,16,0.013954561180947988,0.10960144927536232,0.3418079096045198,0.12669683257918554,0.03566878980891719
DM Bravo,1,0.0006919617114519663,0.08695652173913043,0.4,0.0,0.0
DNT Zoysa,2,0.0012685964709952715,0.07971014492753624,0.40740740740740744,0.00904977375565611,0.02898550724637681
DP Conway,28,0.12455310806135393,0.5590062111801242,0.45340050377833757,0.0,0.0
DP Nannes,2,0.0004613078076346442,0.028985507246376812,0.10256410256410257,0.12669683257918554,0.040638606676342524
DP Vijaykumar,1,0.00011532695190866105,0.014492753623188406,0.33333333333333337,0.01809954751131222,0.025157232704402514
DPMD Jayawardene,78,0.2085111290508592,0.335934596804162,0.39597021462987303,0.0,0.0
DR Martyn,1,0.00219121208626456,0.2753623188405797,0.24358974358974356,0.0,0.0
DR Sams,13,0.005074385883981086,0.04905239687848383,0.3055555555555555,0.06334841628959277,0.03598971722365039
DR Shorey,2,0.0014992503748125937,0.09420289855072464,0.21666666666666667,0.0,0.0
DR Smith,88,0.27505478030215663,0.39278656126482214,0.4409317803660566,0.11764705882352942,0.0466786355475763
DS Kulkarni,20,0.01199400299850075,0.07536231884057971,0.30678466076696165,0.38914027149321273,0.045842217484008525
DS Lehmann,2,0.0020758851343558988,0.13043478260869565,0.3157894736842105,0.0,0.0
DS Rathi,1,0.00011532695190866105,0.014492753623188406,0.08333333333333334,0.06334841628959277,0.043613707165109025
DT Christian,41,0.05305039787798409,0.16260162601626016,0.37581699346405234,0.1719457013574661,0.04121475054229935
DT Patil,2,0.0014992503748125937,0.09420289855072464,0.33333333333333337,0.0,0.0
DW Steyn,33,0.019259600968746397,0.0733421168203777,0.3415132924335379,0.4389140271493213,0.0425065731814198
Dhruv Jurel,35,0.07842232729788952,0.28157349896480327,0.4970760233918129,0.0,0.0
E Lewis,26,0.07542382654826432,0.36454849498327757,0.43687374749499,0.0,0.0
EJG Morgan,74,0.16214969438357743,0.2753623188405797,0.3968388371436636,0.0,0.0
ER Dwivedi,2,0.002767846845807865,0.17391304347826086,0.5333333333333333,0.0,0.0
F Behardien,3,0.0016145773267212547,0.0676328502415459,0.358974358974359,0.0,0.0
F du Plessis,147,0.5504555414600392,0.4705708370304644,0.4413314840499306,0.0,0.0
FA Allen,3,0.0016145773267212547,0.0676328502415459,0.24561403508771928,0.00904977375565611,0.021978021978021976
FH Edwards,2,0.0004613078076346442,0.028985507246376812,0.26666666666666666,0.022624434389140274,0.03333333333333333
FY Fazal,11,0.021104832199284974,0.24110671936758893,0.3407821229050279,0.0,0.0
Fazalhaq Farooqi,3,0.0005766347595433052,0.024154589371980676,0.1111111111111111,0.027149321266968326,0.022556390977443608
G Coetzee,7,0.0035751355091684926,0.06418219461697723,0.31313131313131315,0.06787330316742082,0.05136986301369863
G Gambhir,151,0.4863337561988237,0.40474133794030137,0.39888384411653427,0.0,0.0
GB Hogg,4,0.002537192941990543,0.07971014492753624,0.33333333333333337,0.10407239819004525,0.04935622317596566
GC Smith,29,0.08522661746050052,0.36931534232883556,0.356488181379643,0.0,0.0
GC Viljoen,3,0.00034598085572598315,0.014492753623188406,0.14285714285714285,0.031674208144796386,0.04794520547945206
GD McGrath,2,0.0004613078076346442,0.028985507246376812,0.26666666666666666,0.05429864253393665,0.0364741641337386
GD Phillips,8,0.0074962518740629685,0.11775362318840579,0.393939393939394,0.00904977375565611,0.06451612903225806
GH Vihari,23,0.03275285434205974,0.17895400126023944,0.28600201409869086,0.004524886877828055,0.023255813953488372
GHS Garton,2,0.0002306539038173221,0.014492753623188406,0.16666666666666669,0.013574660633484163,0.030927835051546386
GJ Bailey,36,0.07646176911544228,0.2669082125603865,0.4003623188405797,0.0,0.0
GJ Maxwell,134,0.32522200438242416,0.3049967553536665,0.49578059071729963,0.18552036199095023,0.03915950334288443
GR Napier,1,0.0017299042786299158,0.21739130434782608,0.3125,0.004524886877828055,0.041666666666666664
Gulbadin Naib,1,0.00219121208626456,0.2753623188405797,0.4222222222222222,0.0,0.0
